8, 5, 2.08640098571777344E-2
16, 5, 1.08289718627929687E-2
32, 5, 5.40399551391601562E-3
64, 5, 3.29995155334472656E-3
128, 5, 1.68704986572265625E-3
256, 5, 1.31702423095703125E-3
512, 5, 1.35207176208496094E-3
